Time,Press,Temp,Rain,WDir,Humid,SolRad
2017-08-31T18:30:00,1015.93,24.22,0,156.9,91.1,0
2017-08-31T18:40:00,1015.93,24.36,0,158.3,89.8,0
2017-08-31T18:50:00,1015.93,24.41,0,155.4,91.1,0
2017-08-31T19:00:00,1015.93,24.4,0,154.1,91.7,0
2017-08-31T19:10:00,1015.93,24.41,0,157,92.6,0
2017-08-31T19:20:00,1015.93,24.4,0,147.6,92.3,0
2017-08-31T19:30:00,1015.93,24.41,0,142.3,91.9,0
2017-08-31T19:40:00,1015.93,24.39,0,149.6,91.8,0
2017-08-31T19:50:00,1015.93,24.39,0,161.8,91.3,0
2017-08-31T20:00:00,1015.93,24.36,0,150.2,90.6,0
2017-08-31T20:10:00,1015.93,24.37,0,154.8,89.9,0
2017-08-31T20:20:00,1015.93,24.43,0,153.2,91.5,0
2017-08-31T20:30:00,1015.93,24.36,0,153.4,92.7,0
2017-08-31T20:40:00,1015.93,24.37,0,154,93.6,0
2017-08-31T20:50:00,1015.93,24.33,0,157.4,94.8,0
2017-08-31T21:00:00,1015.93,24.26,0,156.4,95.9,0
2017-08-31T21:10:00,1015.93,24.21,0,153.4,96.8,0
2017-08-31T21:20:00,1015.93,24.17,0,149.5,97.6,0
2017-08-31T21:30:00,1015.93,24.1,0,154.4,98.3,0
2017-08-31T21:40:00,1015.93,24.02,0,147.7,98.5,0
2017-08-31T21:50:00,1015.93,23.96,0,155.4,97.7,0
2017-08-31T22:00:00,1015.93,24,0,157.9,97.6,0
2017-08-31T22:10:00,1015.93,23.93,0,148.9,96.5,0
2017-08-31T22:20:00,1015.93,23.97,0,153.1,95.7,0
2017-08-31T22:30:00,1015.93,23.97,0,136.2,95.4,0
2017-08-31T22:40:00,1015.93,23.97,0,144.9,95.2,0
2017-08-31T22:50:00,1015.93,23.97,0,154.2,94.9,0
2017-08-31T23:00:00,1014.93,23.96,0,142.9,93.7,0
2017-08-31T23:10:00,1014.93,23.96,0,134.9,91.9,0
2017-08-31T23:20:00,1014.93,23.99,0,110.2,90,0
2017-08-31T23:30:00,1014.93,24.11,0,145.4,89.3,0
2017-08-31T23:40:00,1014.93,24.2,0,152.4,89.1,0
2017-08-31T23:50:00,1014.93,24.21,0,155.1,89.1,0
2017-09-01T00:00:00,1014.93,24.18,0,151.6,89.6,0
2017-09-01T00:10:00,1014.93,24.17,0,146,89.4,0
2017-09-01T00:20:00,1014.93,24.17,0,152.4,89.3,0
2017-09-01T00:30:00,1014.93,24.19,0,170,90.3,0
2017-09-01T00:40:00,1013.93,24.16,0,171.5,90.9,0
2017-09-01T00:50:00,1014.93,24.08,0,167.8,91.2,0
2017-09-01T01:00:00,1013.93,24.01,0,162.3,91.4,0
2017-09-01T01:10:00,1013.93,23.98,0,161.1,91.6,0
2017-09-01T01:20:00,1013.93,23.99,0,156.4,91.9,0
2017-09-01T01:30:00,1013.93,24.02,0,158.7,92.9,0
2017-09-01T01:40:00,1013.93,24.04,0,170.9,94,0
2017-09-01T01:50:00,1013.93,24.05,0,171.2,95.6,0
2017-09-01T02:00:00,1013.93,23.75,0,183.2,94.3,0
2017-09-01T02:10:00,1013.93,23.88,0,193.1,88.3,0
2017-09-01T02:20:00,1013.93,24.03,0,184.9,86,0
2017-09-01T02:30:00,1013.93,24.08,0,186,87.2,0
2017-09-01T02:40:00,1013.93,23.95,0,214.9,89.7,0
2017-09-01T02:50:00,1013.93,23.94,0,225.5,89.4,0
2017-09-01T03:00:00,1013.93,23.99,0.8,224.1,87.4,0
2017-09-01T03:10:00,1013.93,23.73,0.8,216.2,89,0
2017-09-01T03:20:00,1013.93,22.78,0.8,204.2,86.9,0
2017-09-01T03:30:00,1013.93,22.28,0.8,193.6,79.1,0
2017-09-01T03:40:00,1013.93,22.17,0.8,181.3,75.9,0
2017-09-01T03:50:00,1013.93,22.3,0.8,173.5,74.9,0.465
2017-09-01T04:00:00,1013.93,22.12,0,139.1,75.6,0.221
2017-09-01T04:10:00,1013.93,21.84,0,130.6,74.3,0.351
2017-09-01T04:20:00,1013.93,21.84,0,120.6,70.5,0.453
2017-09-01T04:30:00,1013.93,22.07,0,115.2,64.83,0.473
2017-09-01T04:40:00,1013.93,22.31,0,124,62.17,0.481
2017-09-01T04:50:00,1013.93,22.38,0,85.9,62.45,1.328
2017-09-01T05:00:00,1013.93,22.24,0,78.7,64.98,3.007
2017-09-01T05:10:00,1013.93,22.06,0,20.9,65.83,3.842
2017-09-01T05:20:00,1013.93,22,0,354.3,70.7,5.277
2017-09-01T05:30:00,1013.93,22.05,0,347.9,73.6,8.59
2017-09-01T05:40:00,1013.93,22.03,0,355,73.6,10.51
2017-09-01T05:50:00,1013.93,22.02,0,83.2,72.1,6.601
2017-09-01T06:00:00,1013.93,21.98,0,101.7,69.71,2.964
2017-09-01T06:10:00,1013.93,22.11,0,266.1,69.5,5.348
2017-09-01T06:20:00,1013.93,22.29,0,351.8,71.8,9.26
2017-09-01T06:30:00,1013.93,21.91,0,111.7,76.8,13.73
2017-09-01T06:40:00,1013.93,21.88,0,126,77.5,32.79
2017-09-01T06:50:00,1013.93,22.34,0,179.5,80,74.5
2017-09-01T07:00:00,1013.93,22.86,0,221.4,79.5,77.4
2017-09-01T07:10:00,1013.93,22.61,0,353.1,81.1,100.1
2017-09-01T07:20:00,1013.93,22.69,0,220.8,81.5,189.2
2017-09-01T07:30:00,1013.93,23.45,0,219.8,78,411.7
2017-09-01T07:40:00,1013.93,24.16,0,224.2,74.5,381.1
2017-09-01T07:50:00,1013.93,23.85,0,229.1,75.5,109
2017-09-01T08:00:00,1013.93,23.8,0,229.3,74.9,273.9
2017-09-01T08:10:00,1013.93,24.14,0,224.5,73.7,510.1
2017-09-01T08:20:00,1013.93,24.67,0,215.7,70.9,598
2017-09-01T08:30:00,1013.93,24.84,0,213.7,70.7,476.4
2017-09-01T08:40:00,1013.93,24.53,0,226.5,71.2,400.1
2017-09-01T08:50:00,1013.93,24.82,0,223.8,70.7,606.6
2017-09-01T09:00:00,1013.93,24.75,0,235.6,70.8,706
2017-09-01T09:10:00,1013.93,24.58,0,234.4,70.1,660
2017-09-01T09:20:00,1013.93,24.45,0,236.2,68.19,613.8
2017-09-01T09:30:00,1013.93,24.68,0,227.3,67.3,664.7
2017-09-01T09:40:00,1013.93,24.67,0,236.2,70.3,482.7
2017-09-01T09:50:00,1013.93,24.1,0,234.9,70.8,435.5
2017-09-01T10:00:00,1013.93,24.06,0.2,229.8,70.5,353
2017-09-01T10:10:00,1013.93,24.36,0.2,230.2,68.95,466.6
2017-09-01T10:20:00,1013.93,25.01,0.2,214.5,67,837
2017-09-01T10:30:00,1013.93,25.8,0.2,209.4,64.73,869
2017-09-01T10:40:00,1013.93,25.91,0.2,205.6,64.84,844
2017-09-01T10:50:00,1013.93,26.02,0.2,210.9,64.06,753
2017-09-01T11:00:00,1013.93,25.58,0,211.6,65.61,630.9
2017-09-01T11:10:00,1013.93,25.83,0,204.4,61.23,732
2017-09-01T11:20:00,1013.93,26.01,0,208.6,60.01,826
2017-09-01T11:30:00,1013.93,25.99,0,209.3,60.85,877
2017-09-01T11:40:00,1013.93,26.18,0,198.1,62.18,897
2017-09-01T11:50:00,1012.93,26.24,0,200.7,59.79,878
2017-09-01T12:00:00,1012.93,26.26,0,199.4,61.16,914
2017-09-01T12:10:00,1012.93,26.37,0,204.6,58.92,890
2017-09-01T12:20:00,1012.93,26.27,0,201.6,58.12,870
2017-09-01T12:30:00,1012.93,26.21,0,202.1,56.95,698.8
2017-09-01T12:40:00,1012.93,26.05,0,202,57.2,603.4
2017-09-01T12:50:00,1012.93,25.51,0,202.7,59.98,486.5
2017-09-01T13:00:00,1012.93,25.77,0,214.5,60.45,576.3
2017-09-01T13:10:00,1012.93,25.86,0,209.9,62.3,630.3
2017-09-01T13:20:00,1012.93,26.08,0,212,60.4,719
2017-09-01T13:30:00,1012.93,25.99,0,220.3,61.44,677
2017-09-01T13:40:00,1012.93,26.07,0,201,60.57,522.8
2017-09-01T13:50:00,1012.93,25.64,0,209.2,62.11,605.8
2017-09-01T14:00:00,1012.93,25.99,0,215.4,60.91,787
2017-09-01T14:10:00,1012.93,26.02,0,219.8,61.72,634.7
2017-09-01T14:20:00,1012.93,25.55,0,219.9,61.64,664.1
2017-09-01T14:30:00,1012.93,25.28,0,240.9,62.39,643.8
2017-09-01T14:40:00,1012.93,25.7,0,223.6,61.73,696.7
2017-09-01T14:50:00,1012.93,25.22,0,245.1,62.45,609.2
2017-09-01T15:00:00,1012.93,25.12,0,240.6,61.51,563.6
2017-09-01T15:10:00,1012.93,24.82,0,241.7,58.77,517.2
2017-09-01T15:20:00,1012.93,24.85,0,241,58.93,491.2
2017-09-01T15:30:00,1012.93,24.77,0,243.8,61.91,459.4
2017-09-01T15:40:00,1012.93,24.63,0,240.9,63.16,432.6
2017-09-01T15:50:00,1011.93,24.52,0,245.5,60.28,399.3
2017-09-01T16:00:00,1012.93,24.55,0,246.8,57.85,366.7
2017-09-01T16:10:00,1012.93,24.48,0,247.1,59.2,328.5
2017-09-01T16:20:00,1012.93,24.48,0,248.8,58.91,293.2
2017-09-01T16:30:00,1012.93,24.71,0,220.8,59.66,246.9
2017-09-01T16:40:00,1012.93,24.81,0,210.5,54.24,217.7
2017-09-01T16:50:00,1011.93,24.67,0,193.2,54.56,184.5
2017-09-01T17:00:00,1011.93,24.08,0,178.2,58.12,128.8
2017-09-01T17:10:00,1011.93,23.67,0,221.7,60.8,46.81
2017-09-01T17:20:00,1011.93,23.25,0,253.1,63.03,60.69
2017-09-01T17:30:00,1011.93,23.07,0,242.5,62.91,53.77
2017-09-01T17:40:00,1011.93,22.81,0,227.8,60.25,21.71
2017-09-01T17:50:00,1012.93,22.67,0,244.5,59.14,11.39
2017-09-01T18:00:00,1012.93,22.49,0,230.4,58.56,3.523
2017-09-01T18:10:00,1012.93,22.38,0,230.3,56.99,0.276
2017-09-01T18:20:00,1012.93,22.3,0,223.6,59.95,0
2017-09-01T18:30:00,1012.93,22.15,0,229.6,62.2,0
2017-09-01T18:40:00,1012.93,22.08,0,221,62.72,0
2017-09-01T18:50:00,1012.93,22.01,0,228.4,64.29,0
2017-09-01T19:00:00,1012.93,21.95,0,225.9,66.07,0
2017-09-01T19:10:00,1012.93,21.92,0,226.3,64.58,0
2017-09-01T19:20:00,1012.93,21.91,0,232,64.03,0
2017-09-01T19:30:00,1012.93,21.83,0,233.2,65.08,0
2017-09-01T19:40:00,1012.93,21.8,0,223.8,65.32,0
2017-09-01T19:50:00,1012.93,21.81,0,230.2,65.49,0
2017-09-01T20:00:00,1012.93,21.82,0,222,66.63,0
2017-09-01T20:10:00,1012.93,21.83,0,220.6,66.95,0
2017-09-01T20:20:00,1012.93,21.79,0,213.3,66.68,0
2017-09-01T20:30:00,1012.93,21.82,0,205.3,67.15,0
2017-09-01T20:40:00,1012.93,21.83,0,213.4,67.18,0
2017-09-01T20:50:00,1012.93,21.82,0,211.6,66.2,0
2017-09-01T21:00:00,1012.93,21.88,0,207.4,66.24,0
2017-09-01T21:10:00,1012.93,21.95,0,192.6,66.35,0
2017-09-01T21:20:00,1012.93,22.06,0,202.4,63.75,0
2017-09-01T21:30:00,1012.93,22.24,0,221.9,61.96,0
2017-09-01T21:40:00,1012.93,22.24,0,224.6,61.7,0
2017-09-01T21:50:00,1012.93,22.22,0,213.3,62.6,0
2017-09-01T22:00:00,1012.93,22.2,0,208.6,64.53,0
2017-09-01T22:10:00,1012.93,22.18,0,224.1,64.56,0
2017-09-01T22:20:00,1012.93,22.15,0,230.9,64.19,0
2017-09-01T22:30:00,1011.93,22.14,0,217.1,61.53,0
2017-09-01T22:40:00,1011.93,22.18,0,231.6,60.94,0
2017-09-01T22:50:00,1011.93,22.18,0,229.3,61.63,0
2017-09-01T23:00:00,1011.93,22.25,0,227.7,58.29,0
2017-09-01T23:10:00,1011.93,22.27,0,224.7,55.83,0
2017-09-01T23:20:00,1011.93,22.3,0,224.3,53.17,0
2017-09-01T23:30:00,1011.93,22.15,0,210,56.32,0
2017-09-01T23:40:00,1011.93,22.09,0,219.9,55.02,0
2017-09-01T23:50:00,1011.93,22.14,0,226.1,54.41,0
2017-09-02T00:00:00,1011.93,22.04,0,218.3,53.71,0
2017-09-02T00:10:00,1011.93,22.08,0,222.8,55.41,0
2017-09-02T00:20:00,1011.93,22.07,0,234,54.22,0
2017-09-02T00:30:00,1011.93,22.04,0,230.3,53.74,0
2017-09-02T00:40:00,1011.93,22.06,0,223.3,54.34,0
2017-09-02T00:50:00,1011.93,22.04,0,219.3,54.98,0
2017-09-02T01:00:00,1011.93,22.01,0,226.6,53.49,0
2017-09-02T01:10:00,1011.93,22.01,0,219.3,54.93,0
2017-09-02T01:20:00,1010.93,21.95,0,214.1,54.08,0
2017-09-02T01:30:00,1010.93,21.93,0,223.2,54.53,0
2017-09-02T01:40:00,1010.93,21.95,0,227.1,53.76,0
2017-09-02T01:50:00,1010.93,21.93,0,222,52.01,0
2017-09-02T02:00:00,1010.93,21.9,0,218.1,52.07,0
2017-09-02T02:10:00,1010.93,21.91,0,220.7,49.47,0
2017-09-02T02:20:00,1010.93,21.87,0,216.8,52.44,0
2017-09-02T02:30:00,1010.93,21.82,0,217.7,50.92,0
2017-09-02T02:40:00,1010.93,21.83,0,214.3,52.44,0
2017-09-02T02:50:00,1010.93,21.78,0,222.3,51.79,0
2017-09-02T03:00:00,1010.93,21.76,0,219.1,53.81,0
2017-09-02T03:10:00,1009.93,21.64,0,217,52.05,0
2017-09-02T03:20:00,1009.93,21.69,0,210,49.77,0
2017-09-02T03:30:00,1009.93,21.71,0,226.5,49.73,0
2017-09-02T03:40:00,1009.93,21.63,0,201.9,50.97,0
2017-09-02T03:50:00,1009.93,21.52,0,228.1,51.63,0
2017-09-02T04:00:00,1009.93,21.43,0,206.8,52.9,0
2017-09-02T04:10:00,1009.93,21.38,0,213.6,53.05,0
2017-09-02T04:20:00,1009.93,21.41,0,200.2,54.12,0
2017-09-02T04:30:00,1009.93,21.36,0,195.2,54.16,0
2017-09-02T04:40:00,1008.93,21.22,0,199.2,54.31,0.816
2017-09-02T04:50:00,1008.93,21.11,0,194.1,55.05,4.158
2017-09-02T05:00:00,1008.93,21.09,0,189.2,56.11,9.6
2017-09-02T05:10:00,1008.93,21.13,0,181.7,57.57,19.87
2017-09-02T05:20:00,1008.93,21.12,0,191.3,56.08,26.83
2017-09-02T05:30:00,1008.93,21.04,0,197.4,59.5,30.04
2017-09-02T05:40:00,1008.93,20.85,0,188.4,61.28,52.38
2017-09-02T05:50:00,1008.93,20.72,0,176.3,61,59.35
2017-09-02T06:00:00,1008.93,20.78,0,163.4,63.19,112.6
2017-09-02T06:10:00,1007.93,21.14,0,153.5,65.06,160
2017-09-02T06:20:00,1007.93,21.29,0,160.9,69.61,76.8
2017-09-02T06:30:00,1007.93,21.26,0,170.4,70.8,61.55
2017-09-02T06:40:00,1007.93,21.24,0,190.4,68.35,41.01
2017-09-02T06:50:00,1007.93,21.23,0,196.6,64.26,61.84
2017-09-02T07:00:00,1007.93,21.35,0,185.4,63.45,251
2017-09-02T07:10:00,1007.93,21.74,0,177.2,61.81,380.1
2017-09-02T07:20:00,1007.93,21.92,0,177.7,64.73,375.4
2017-09-02T07:30:00,1007.93,21.91,0,179.4,65.02,425.8
2017-09-02T07:40:00,1007.93,21.86,0,182.8,65.98,284.3
2017-09-02T07:50:00,1007.93,22.33,0,199.6,61.35,370.4
2017-09-02T08:00:00,1007.93,22.05,0,201.3,64.32,329.7
2017-09-02T08:10:00,1007.93,22.33,0,209.5,61.85,351.5
2017-09-02T08:20:00,1007.93,22.54,0,217.4,62.31,561.1
2017-09-02T08:30:00,1008.93,22.49,0,219.5,61.44,584.8
2017-09-02T08:40:00,1008.93,22.49,0,235.7,61.34,624.9
2017-09-02T08:50:00,1008.93,22.59,0,229.3,60.56,646.1
2017-09-02T09:00:00,1008.93,22.86,0,221.8,58.9,686.6
2017-09-02T09:10:00,1008.93,22.83,0,206.7,59.46,543.5
2017-09-02T09:20:00,1007.93,22.81,0,232.5,59.9,711
2017-09-02T09:30:00,1007.93,22.42,0,255.8,60.72,801
2017-09-02T09:40:00,1007.93,22.37,0,250.5,59.51,766
2017-09-02T09:50:00,1007.93,21.91,0,263.1,57.75,772
2017-09-02T10:00:00,1007.93,21.93,0,257.6,55.93,780
2017-09-02T10:10:00,1007.93,21.98,0,262.6,55.42,797
2017-09-02T10:20:00,1008.93,22.04,0,268.6,54.83,835
2017-09-02T10:30:00,1008.93,22.28,0,276.8,52.06,901
2017-09-02T10:40:00,1008.93,22.41,0,253.4,50.72,902
2017-09-02T10:50:00,1008.93,22.38,0,262.4,48.79,827
2017-09-02T11:00:00,1008.93,23.04,0,235.3,47.74,961
2017-09-02T11:10:00,1008.93,22.96,0,250.5,46.83,1004
2017-09-02T11:20:00,1008.93,22.86,0,244.4,46.84,992
2017-09-02T11:30:00,1007.93,23.02,0,239.6,46.2,1027
2017-09-02T11:40:00,1007.93,23.1,0,240.4,44.43,964
2017-09-02T11:50:00,1008.93,22.58,0,281.9,47.27,882
2017-09-02T12:00:00,1008.93,22.81,0,298.5,45.05,1051
2017-09-02T12:10:00,1007.93,22.67,0,285.7,44.96,936
2017-09-02T12:20:00,1007.93,22.27,0,287,46.96,791
2017-09-02T12:30:00,1007.93,22.28,0,271.3,46.42,848
2017-09-02T12:40:00,1007.93,22.81,0,272.1,41.31,847
2017-09-02T12:50:00,1007.93,22.7,0,292.4,38.41,827
2017-09-02T13:00:00,1007.93,22.77,0,290.3,38.67,807
2017-09-02T13:10:00,1006.93,23.09,0,281.3,38.46,792
2017-09-02T13:20:00,1006.93,23.12,0,261.3,39.73,783
2017-09-02T13:30:00,1006.93,23.28,0,277.7,36.43,736
2017-09-02T13:40:00,1006.93,23.38,0,289.3,35.94,751
2017-09-02T13:50:00,1006.93,23.61,0,301.3,35.17,724
2017-09-02T14:00:00,1006.93,23.72,0,303.4,34.27,598.3
2017-09-02T14:10:00,1006.93,23.74,0,305.8,33.69,698.6
2017-09-02T14:20:00,1006.93,23.52,0,336.5,34.32,666.8
2017-09-02T14:30:00,1006.93,23.07,0,33,35.34,676.8
2017-09-02T14:40:00,1006.93,22.49,0,66.3,36.03,576.8
2017-09-02T14:50:00,1006.93,22.49,0,80,35.87,609.2
2017-09-02T15:00:00,1006.93,23.14,0,47.1,34.82,541.4
2017-09-02T15:10:00,1006.93,23.37,0,335.2,30.93,468.7
2017-09-02T15:20:00,1006.93,23.48,0,320.7,29.41,405.1
2017-09-02T15:30:00,1007.93,22.58,0,337.8,29.49,292.7
2017-09-02T15:40:00,1007.93,22.14,0,331.1,30.39,237
2017-09-02T15:50:00,1007.93,22.24,0,328.2,30.13,252.7
2017-09-02T16:00:00,1007.93,21.98,0,341.3,29.18,250.8
2017-09-02T16:10:00,1007.93,22,0,335.7,29.31,288.2
2017-09-02T16:20:00,1007.93,22.12,0,323.7,29.88,200
2017-09-02T16:30:00,1007.93,21.75,0,334.4,29.58,105.5
2017-09-02T16:40:00,1007.93,21.83,0,345.9,29.9,119.4
2017-09-02T16:50:00,1007.93,21.8,0,333.8,29.7,84
2017-09-02T17:00:00,1007.93,21.76,0,351.6,29.67,57.3
2017-09-02T17:10:00,1008.93,21.32,0,356.6,30.37,39.89
2017-09-02T17:20:00,1008.93,20.7,0,356.5,31.25,30.13
2017-09-02T17:30:00,1008.93,20.43,0,339.1,31.95,19.98
2017-09-02T17:40:00,1008.93,20.29,0,339.4,32.9,9.82
2017-09-02T17:50:00,1008.93,20.16,0,354.5,32.9,3.992
2017-09-02T18:00:00,1008.93,20.06,0,350.1,33.58,1.427
2017-09-02T18:10:00,1008.93,19.83,0,350.4,34.32,0
2017-09-02T18:20:00,1008.93,19.16,0,39,36.63,0
2017-09-02T18:30:00,1009.93,18.88,0,17.4,38.34,0
2017-09-02T18:40:00,1009.93,18.79,0,6.9,39.3,0
2017-09-02T18:50:00,1009.93,18.69,0,356.5,39.93,0
2017-09-02T19:00:00,1009.93,18.61,0,8.9,40.35,0
2017-09-02T19:10:00,1009.93,18.59,0,20.9,40.85,0
2017-09-02T19:20:00,1009.93,18.59,0,24.4,40.93,0
2017-09-02T19:30:00,1009.93,18.68,0,3.6,40.95,0
2017-09-02T19:40:00,1009.93,18.68,0,352,41.16,0
2017-09-02T19:50:00,1009.93,18.52,0,26.8,42.54,0
2017-09-02T20:00:00,1010.93,17.82,0,54.8,47.31,0
2017-09-02T20:10:00,1010.93,17.18,0,53,51.6,0
2017-09-02T20:20:00,1010.93,16.54,0,49.8,55.12,0
2017-09-02T20:30:00,1010.93,16.42,0,52.8,55.13,0
2017-09-02T20:40:00,1010.93,16.49,0,58.9,54.59,0
2017-09-02T20:50:00,1010.93,16.71,0,60.7,53.08,0
2017-09-02T21:00:00,1010.93,16.97,0,51.3,51.32,0
2017-09-02T21:10:00,1010.93,17.29,0,50,49.01,0
2017-09-02T21:20:00,1010.93,17.55,0,29.4,47.7,0
2017-09-02T21:30:00,1010.93,17.87,0,34.5,44.86,0
2017-09-02T21:40:00,1009.93,18.19,0,36.8,42.63,0
2017-09-02T21:50:00,1009.93,17.73,0,52.1,46.61,0
2017-09-02T22:00:00,1009.93,17.57,0,48.2,47.3,0
2017-09-02T22:10:00,1009.93,17.39,0,45,48.67,0
2017-09-02T22:20:00,1009.93,17.38,0,41.3,48.69,0
2017-09-02T22:30:00,1009.93,17.36,0,43.1,48.94,0
2017-09-02T22:40:00,1009.93,17.19,0,43,50.06,0
2017-09-02T22:50:00,1009.93,17.07,0,36,50.46,0
2017-09-02T23:00:00,1009.93,17.07,0,26.1,50.1,0
2017-09-02T23:10:00,1009.93,16.85,0,34.3,51.13,0
2017-09-02T23:20:00,1009.93,16.8,0,40.5,50.83,0
2017-09-02T23:30:00,1009.93,16.81,0,41.2,50.88,0
2017-09-02T23:40:00,1009.93,16.82,0,46.5,51.16,0
2017-09-02T23:50:00,1009.93,17.06,0,49.2,48.59,0
2017-09-03T00:00:00,1009.93,17.47,0,61,45.74,0
2017-09-03T00:10:00,1009.93,17.65,0,54.2,44.83,0
2017-09-03T00:20:00,1009.93,17.67,0,28.5,44.5,0
2017-09-03T00:30:00,1009.93,17.89,0,9,43.46,0
2017-09-03T00:40:00,1009.93,17.84,0,1.7,43.85,0
2017-09-03T00:50:00,1009.93,17.9,0,11.2,43.4,0
2017-09-03T01:00:00,1009.93,17.68,0,17.6,44.57,0
2017-09-03T01:10:00,1009.93,17.51,0,6.1,45.29,0
2017-09-03T01:20:00,1009.93,17.46,0,345.8,45.65,0
2017-09-03T01:30:00,1009.93,17.44,0,345.2,45.47,0
2017-09-03T01:40:00,1009.93,17.44,0,2.9,44.94,0
2017-09-03T01:50:00,1009.93,16.99,0,97.2,47.81,0
2017-09-03T02:00:00,1009.93,16.44,0,98,50.65,0
2017-09-03T02:10:00,1009.93,16.4,0,105.5,50.43,0
2017-09-03T02:20:00,1009.93,16.49,0,92,49.57,0
2017-09-03T02:30:00,1009.93,16.73,0,59.7,47.67,0
2017-09-03T02:40:00,1009.93,16.77,0,44.3,47.54,0
2017-09-03T02:50:00,1009.93,16.79,0,19.8,47.28,0
2017-09-03T03:00:00,1010.93,16.89,0,40.6,46.83,0
2017-09-03T03:10:00,1010.93,16.67,0,90.1,47.95,0
2017-09-03T03:20:00,1010.93,16.69,0,81.1,47.35,0
2017-09-03T03:30:00,1010.93,16.91,0,78,46.42,0
2017-09-03T03:40:00,1010.93,17.06,0,60.9,46.22,0
2017-09-03T03:50:00,1010.93,16.84,0,25.9,47.8,0
2017-09-03T04:00:00,1010.93,16.78,0,19.2,47.48,0
2017-09-03T04:10:00,1010.93,16.82,0,37.9,47.34,0
2017-09-03T04:20:00,1010.93,16.88,0,34.4,47.4,0
2017-09-03T04:30:00,1010.93,16.66,0,31.2,48.54,0
2017-09-03T04:40:00,1010.93,16.65,0,31.3,48.44,1.072
2017-09-03T04:50:00,1010.93,16.51,0,30.9,49.18,5.861
2017-09-03T05:00:00,1010.93,16.69,0,27,47.73,13.08
2017-09-03T05:10:00,1010.93,16.98,0,22.7,46.1,17.72
2017-09-03T05:20:00,1010.93,17.23,0,21.4,44.7,33.04
2017-09-03T05:30:00,1010.93,17.54,0,1.3,43.9,62.35
2017-09-03T05:40:00,1010.93,17.53,0,13.8,43.73,88.3
2017-09-03T05:50:00,1010.93,17.72,0,21.2,42.82,117.5
2017-09-03T06:00:00,1010.93,18.1,0,30.7,40.85,127.8
2017-09-03T06:10:00,1010.93,18.42,0,31.3,39.77,176.7
2017-09-03T06:20:00,1010.93,18.69,0,15.5,37.97,203.9
2017-09-03T06:30:00,1010.93,18.76,0,20.1,38.02,231.2
2017-09-03T06:40:00,1010.93,19.11,0,36.2,37.12,260.8
2017-09-03T06:50:00,1010.93,19.6,0,113.7,36.63,296.4
2017-09-03T07:00:00,1010.93,19.73,0,187.2,42.79,334.9
2017-09-03T07:10:00,1010.93,20.01,0,175,39.06,368.9
2017-09-03T07:20:00,1010.93,20.47,0,82,36.81,401.8
2017-09-03T07:30:00,1010.93,20.69,0,353.6,33.92,433.5
2017-09-03T07:40:00,1010.93,20.53,0,358.1,32.71,462.3
2017-09-03T07:50:00,1010.93,20.61,0,264.7,35.58,490.9
2017-09-03T08:00:00,1011.93,20.49,0,232.8,40.09,519.1
2017-09-03T08:10:00,1011.93,20.93,0,204.6,40.35,545.8
2017-09-03T08:20:00,1011.93,21,0,207.5,42.69,574.2
2017-09-03T08:30:00,1011.93,20.89,0,195.2,44.73,600.5
2017-09-03T08:40:00,1011.93,20.63,0,184.9,46.3,625.2
2017-09-03T08:50:00,1011.93,20.73,0,195.5,45.65,647.7
2017-09-03T09:00:00,1011.93,20.91,0,196.4,47.22,671
2017-09-03T09:10:00,1011.93,21.02,0,192,47.38,693.4
2017-09-03T09:20:00,1011.93,21.35,0,200,46.84,715
2017-09-03T09:30:00,1011.93,21.28,0,194.3,47.36,737
2017-09-03T09:40:00,1011.93,21.5,0,194,47.05,756
2017-09-03T09:50:00,1011.93,22.53,0,214.6,40.18,771
2017-09-03T10:00:00,1011.93,22.32,0,195,46.13,783
2017-09-03T10:10:00,1011.93,21.78,0,179.6,46.86,799
2017-09-03T10:20:00,1012.93,21.84,0,187.4,48.16,811
2017-09-03T10:30:00,1012.93,22.06,0,188.8,46.69,821
2017-09-03T10:40:00,1012.93,22.55,0,222.3,40.37,830
2017-09-03T10:50:00,1012.93,22.93,0,218.3,32.92,838
2017-09-03T11:00:00,1012.93,22.98,0,225.9,33.7,844
2017-09-03T11:10:00,1012.93,22.99,0,228,34.21,847
2017-09-03T11:20:00,1012.93,23.31,0,223,35.23,848
2017-09-03T11:30:00,1012.93,23.11,0,237.1,36.05,848
2017-09-03T11:40:00,1011.93,22.44,0,258.1,36.43,847
2017-09-03T11:50:00,1011.93,21.94,0,265.7,34.99,846
2017-09-03T12:00:00,1011.93,22.14,0,261.1,36.43,841
2017-09-03T12:10:00,1012.93,22.53,0,253.1,37.56,836
2017-09-03T12:20:00,1011.93,23.4,0,227.2,37.28,831
2017-09-03T12:30:00,1011.93,23.42,0,228.9,39.3,824
2017-09-03T12:40:00,1011.93,23.6,0,226.2,39.27,814
2017-09-03T12:50:00,1012.93,23.76,0,218.5,37.7,801
2017-09-03T13:00:00,1012.93,23.8,0,220.8,37.74,787
2017-09-03T13:10:00,1012.93,23.8,0,216.2,37.97,771
2017-09-03T13:20:00,1012.93,23.81,0,226.1,39.2,755
2017-09-03T13:30:00,1012.93,23.88,0,226,37.29,739
2017-09-03T13:40:00,1012.93,23.96,0,219.1,37.29,721
2017-09-03T13:50:00,1011.93,23.86,0,223.2,37.83,702
